"DATETIME,TIME,LON,LAT,CO2_PPMV_UPPERTROP"
"""MAR-2018"",186,10.5,33.5,406.438"
"""APR-2018"",187,10.5,33.5,407.134"
"""MAY-2018"",188,10.5,33.5,406.756"
"""JUN-2018"",189,10.5,33.5,407.804"
"""JUL-2018"",190,10.5,33.5,406.765"
"""AUG-2018"",191,10.5,33.5,405.376"
"""SEP-2018"",192,10.5,33.5,404.953"
"""OCT-2018"",193,10.5,33.5,405.108"
"""NOV-2018"",194,10.5,33.5,406.056"
"""DEC-2018"",195,10.5,33.5,407.584"
"""JAN-2019"",196,10.5,33.5,407.365"
"""FEB-2019"",197,10.5,33.5,408.512"
"""MAR-2019"",198,10.5,33.5,408.428"
"""APR-2019"",199,10.5,33.5,409.102"
"""MAY-2019"",200,10.5,33.5,410.798"
"""JUN-2019"",201,10.5,33.5,411.167"
"""JUL-2019"",202,10.5,33.5,410.233"
"""AUG-2019"",203,10.5,33.5,408.798"
"""SEP-2019"",204,10.5,33.5,408.187"
"""OCT-2019"",205,10.5,33.5,408.668"
"""NOV-2019"",206,10.5,33.5,409.811"
"""DEC-2019"",207,10.5,33.5,410.182"
"""JAN-2020"",208,10.5,33.5,410.934"
"""FEB-2020"",209,10.5,33.5,411.565"
"""MAR-2020"",210,10.5,33.5,410.627"
"""APR-2020"",211,10.5,33.5,410.416"
"""MAY-2020"",212,10.5,33.5,411.82"
"""JUN-2020"",213,10.5,33.5,412.456"
"""JUL-2020"",214,10.5,33.5,412.095"
"""AUG-2020"",215,10.5,33.5,411.213"
"""SEP-2020"",216,10.5,33.5,409.37"
"""OCT-2020"",217,10.5,33.5,410.329"
"""NOV-2020"",218,10.5,33.5,410.861"
"""DEC-2020"",219,10.5,33.5,412.183"
"""JAN-2021"",220,10.5,33.5,412.69"
"""FEB-2021"",221,10.5,33.5,412.664"
"""MAR-2021"",222,10.5,33.5,411.874"
"""APR-2021"",223,10.5,33.5,412.434"
"""MAY-2021"",224,10.5,33.5,413.919"
"""JUN-2021"",225,10.5,33.5,414.288"
"""JUL-2021"",226,10.5,33.5,414.68"
"""AUG-2021"",227,10.5,33.5,413.433"
"""SEP-2021"",228,10.5,33.5,411.93"
"""OCT-2021"",229,10.5,33.5,411.884"
"""NOV-2021"",230,10.5,33.5,411.217"
"""DEC-2021"",231,10.5,33.5,413.042"
"""JAN-2022"",232,10.5,33.5,412.623"
"""FEB-2022"",233,10.5,33.5,413.362"
"""MAR-2022"",234,10.5,33.5,413.925"
"""APR-2022"",235,10.5,33.5,413.585"
"""MAY-2022"",236,10.5,33.5,416.128"
"""JUN-2022"",237,10.5,33.5,417.028"
"""JUL-2022"",238,10.5,33.5,415.869"
"""AUG-2022"",239,10.5,33.5,415.078"
"""SEP-2022"",240,10.5,33.5,413.568"
"""OCT-2022"",241,10.5,33.5,414.388"
"""NOV-2022"",242,10.5,33.5,414.336"
"""DEC-2022"",243,10.5,33.5,414.703"
"""JAN-2023"",244,10.5,33.5,415.315"
"""FEB-2023"",245,10.5,33.5,414.155"
"""MAR-2023"",246,10.5,33.5,416.477"
"""APR-2023"",247,10.5,33.5,418.089"
"""MAY-2023"",248,10.5,33.5,415.677"
"""JUN-2023"",249,10.5,33.5,417.56"
"""JUL-2023"",250,10.5,33.5,417.704"
"""AUG-2023"",251,10.5,33.5,416.611"
