YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M
1990,7,18,6.64,6.66,0.59,402.1,134.4,-999.0,-999.0,-999.0,-999.0,1.94
1990,7,19,6.63,6.59,0.59,412.5,134.2,-999.0,-999.0,-999.0,-999.0,2.57
1990,7,20,7.41,7.09,0.66,403.5,149.1,-999.0,-999.0,-999.0,-999.0,4.72
1990,7,21,5.98,6.98,0.54,403.2,121.2,-999.0,-999.0,-999.0,-999.0,3.84
1990,7,22,6.92,6.92,0.62,366.8,134.9,-999.0,-999.0,-999.0,-999.0,2.89
1990,7,23,6.61,6.62,0.59,370.2,129.7,-999.0,-999.0,-999.0,-999.0,2.79
1990,7,24,6.6,6.6,0.59,371.6,128.7,-999.0,-999.0,-999.0,-999.0,2.21
1990,7,25,6.26,6.26,0.56,405.3,127.1,-999.0,-999.0,-999.0,-999.0,2.3
1990,7,26,6.15,6.15,0.55,412.7,125.8,-999.0,-999.0,-999.0,-999.0,2.15
1990,7,27,6.35,6.34,0.58,409.0,129.0,-999.0,-999.0,-999.0,-999.0,3.21
1990,7,28,6.87,6.87,0.62,379.6,133.3,-999.0,-999.0,-999.0,-999.0,2.19
1990,7,29,6.96,6.57,0.63,410.0,140.8,-999.0,-999.0,-999.0,-999.0,3.69
1990,7,30,6.97,6.96,0.63,407.0,140.3,-999.0,-999.0,-999.0,-999.0,3.56
1990,7,31,7.4,6.85,0.68,397.4,148.2,-999.0,-999.0,-999.0,-999.0,4.56
1990,8,1,6.42,6.43,0.59,396.6,129.2,-999.0,-999.0,-999.0,-999.0,4.64
1990,8,2,5.38,6.03,0.49,399.9,109.3,-999.0,-999.0,-999.0,-999.0,3.65
1990,8,3,6.27,6.25,0.58,398.1,127.1,-999.0,-999.0,-999.0,-999.0,3.4
1990,8,4,5.87,5.6,0.55,402.6,119.4,-999.0,-999.0,-999.0,-999.0,4.33
1990,8,5,6.31,6.18,0.59,423.0,130.2,-999.0,-999.0,-999.0,-999.0,5.24
1990,8,6,6.31,6.24,0.59,420.3,127.8,-999.0,-999.0,-999.0,-999.0,5.8
1990,8,7,5.86,6.63,0.55,421.6,121.4,-999.0,-999.0,-999.0,-999.0,4.62
1990,8,8,6.5,6.5,0.61,395.8,129.7,-999.0,-999.0,-999.0,-999.0,2.94
1990,8,9,6.64,6.64,0.62,399.5,133.2,-999.0,-999.0,-999.0,-999.0,2.64
1990,8,10,6.2,5.78,0.59,425.2,126.8,-999.0,-999.0,-999.0,-999.0,4.02
1990,8,11,7.19,7.06,0.68,405.2,145.6,-999.0,-999.0,-999.0,-999.0,3.76
1990,8,12,6.66,6.72,0.63,398.7,134.7,-999.0,-999.0,-999.0,-999.0,3.97
1990,8,13,6.55,6.48,0.62,391.7,132.1,-999.0,-999.0,-999.0,-999.0,3.48
1990,8,14,6.06,6.09,0.58,408.8,123.1,-999.0,-999.0,-999.0,-999.0,3.0
1990,8,15,6.13,5.82,0.59,400.3,123.6,-999.0,-999.0,-999.0,-999.0,2.52
1990,8,16,6.09,6.13,0.59,409.1,122.7,-999.0,-999.0,-999.0,-999.0,2.2
1990,8,17,6.75,6.58,0.65,408.6,137.6,-999.0,-999.0,-999.0,-999.0,3.89
1990,8,18,6.9,6.93,0.66,399.1,139.6,-999.0,-999.0,-999.0,-999.0,3.07
1990,8,19,5.93,5.93,0.58,390.1,119.4,-999.0,-999.0,-999.0,-999.0,2.74
1990,8,20,6.88,7.13,0.67,398.4,139.1,-999.0,-999.0,-999.0,-999.0,3.59
1990,8,21,6.05,6.05,0.59,380.7,120.7,-999.0,-999.0,-999.0,-999.0,2.31
1990,8,22,6.11,6.11,0.6,394.6,123.1,-999.0,-999.0,-999.0,-999.0,2.27
1990,8,23,6.29,6.34,0.62,399.4,126.7,-999.0,-999.0,-999.0,-999.0,4.55
1990,8,24,5.94,5.45,0.59,393.3,120.3,-999.0,-999.0,-999.0,-999.0,4.25
1990,8,25,5.71,5.71,0.57,379.1,114.3,-999.0,-999.0,-999.0,-999.0,1.83
1990,8,26,5.89,5.88,0.59,398.8,119.6,-999.0,-999.0,-999.0,-999.0,2.66
1990,8,27,5.75,5.75,0.58,396.4,115.2,-999.0,-999.0,-999.0,-999.0,3.98
1990,8,28,5.84,6.56,0.59,419.2,121.6,-999.0,-999.0,-999.0,-999.0,3.8
1990,8,29,5.72,5.71,0.58,398.1,116.2,-999.0,-999.0,-999.0,-999.0,3.26
1990,8,30,5.77,5.76,0.59,395.4,116.8,-999.0,-999.0,-999.0,-999.0,3.37
1990,8,31,5.94,5.93,0.61,394.4,119.5,-999.0,-999.0,-999.0,-999.0,2.67
1990,9,1,5.87,5.87,0.6,405.5,118.5,-999.0,-999.0,-999.0,-999.0,2.15
1990,9,2,5.55,5.14,0.57,408.0,112.3,-999.0,-999.0,-999.0,-999.0,2.67
1990,9,3,6.03,5.81,0.62,407.4,121.4,-999.0,-999.0,-999.0,-999.0,3.01
1990,9,4,6.43,6.51,0.67,398.9,129.9,-999.0,-999.0,-999.0,-999.0,3.5
1990,9,5,5.67,6.22,0.59,410.7,115.5,-999.0,-999.0,-999.0,-999.0,3.0
1990,9,6,6.12,6.13,0.65,393.8,121.9,-999.0,-999.0,-999.0,-999.0,3.45
1990,9,7,6.0,6.0,0.63,389.0,120.1,-999.0,-999.0,-999.0,-999.0,1.98
1990,9,8,5.02,5.04,0.53,409.8,101.5,-999.0,-999.0,-999.0,-999.0,2.86
1990,9,9,6.0,5.99,0.64,386.8,119.9,-999.0,-999.0,-999.0,-999.0,3.77
1990,9,10,5.75,5.61,0.62,408.3,115.8,-999.0,-999.0,-999.0,-999.0,1.95
1990,9,11,5.26,5.26,0.57,392.0,105.5,-999.0,-999.0,-999.0,-999.0,3.2
1990,9,12,5.37,5.2,0.59,405.5,110.0,-999.0,-999.0,-999.0,-999.0,3.64
1990,9,13,5.68,5.66,0.62,396.7,114.7,-999.0,-999.0,-999.0,-999.0,4.02
1990,9,14,5.67,5.66,0.62,398.9,113.7,-999.0,-999.0,-999.0,-999.0,2.78
1990,9,15,5.59,5.57,0.62,404.1,112.9,-999.0,-999.0,-999.0,-999.0,3.17
