"DATETIME,TIME,LON,LAT,PRECIP"
"""NOV-2020"",80658,8.75,36.25,2.50272"
"""DEC-2020"",80688,8.75,36.25,3.08699"
"""JAN-2021"",80719,8.75,36.25,1.48548"
"""FEB-2021"",80750,8.75,36.25,0.74703"
"""MAR-2021"",80778,8.75,36.25,1.8455"
"""APR-2021"",80809,8.75,36.25,1.59826"
"""MAY-2021"",80839,8.75,36.25,0.947665"
"""JUN-2021"",80870,8.75,36.25,0.251509"
"""JUL-2021"",80900,8.75,36.25,0.0838825"
"""AUG-2021"",80931,8.75,36.25,0.55934"
"""SEP-2021"",80962,8.75,36.25,0.541403"
"""OCT-2021"",80992,8.75,36.25,1.72197"
"""NOV-2021"",81023,8.75,36.25,1.2361"
