"DATETIME,TIME,LON,LAT,PRECIP"
"""MAR-2017"",79317,11.25,36.25,0.453476"
"""APR-2017"",79348,11.25,36.25,0.632419"
"""MAY-2017"",79378,11.25,36.25,0.193563"
"""JUN-2017"",79409,11.25,36.25,0.331215"
"""JUL-2017"",79439,11.25,36.25,0.176083"
"""AUG-2017"",79470,11.25,36.25,0.0935032"
"""SEP-2017"",79501,11.25,36.25,0.435215"
"""OCT-2017"",79531,11.25,36.25,2.39112"
"""NOV-2017"",79562,11.25,36.25,0.934404"
"""DEC-2017"",79592,11.25,36.25,0.617929"
"""JAN-2018"",79623,11.25,36.25,0.52315"
"""FEB-2018"",79654,11.25,36.25,1.57352"
"""MAR-2018"",79682,11.25,36.25,0.997145"
"""APR-2018"",79713,11.25,36.25,0.530275"
"""MAY-2018"",79743,11.25,36.25,0.98405"
"""JUN-2018"",79774,11.25,36.25,0.264432"
"""JUL-2018"",79804,11.25,36.25,0.0653061"
"""AUG-2018"",79835,11.25,36.25,2.10438"
"""SEP-2018"",79866,11.25,36.25,2.64459"
"""OCT-2018"",79896,11.25,36.25,3.55964"
"""NOV-2018"",79927,11.25,36.25,1.93812"
"""DEC-2018"",79957,11.25,36.25,0.441684"
"""JAN-2019"",79988,11.25,36.25,1.19731"
"""FEB-2019"",80019,11.25,36.25,1.24489"
"""MAR-2019"",80047,11.25,36.25,2.37489"
"""APR-2019"",80078,11.25,36.25,1.25601"
"""MAY-2019"",80108,11.25,36.25,1.02942"
"""JUN-2019"",80139,11.25,36.25,0.182292"
"""JUL-2019"",80169,11.25,36.25,0.131459"
"""AUG-2019"",80200,11.25,36.25,0.960849"
"""SEP-2019"",80231,11.25,36.25,2.58375"
"""OCT-2019"",80261,11.25,36.25,2.34392"
"""NOV-2019"",80292,11.25,36.25,1.71528"
"""DEC-2019"",80322,11.25,36.25,1.3857"
"""JAN-2020"",80353,11.25,36.25,0.559378"
"""FEB-2020"",80384,11.25,36.25,0.203217"
"""MAR-2020"",80413,11.25,36.25,2.08818"
"""APR-2020"",80444,11.25,36.25,1.63878"
"""MAY-2020"",80474,11.25,36.25,0.19411"
"""JUN-2020"",80505,11.25,36.25,0.949469"
"""JUL-2020"",80535,11.25,36.25,0.142303"
"""AUG-2020"",80566,11.25,36.25,0.345741"
"""SEP-2020"",80597,11.25,36.25,3.81743"
"""OCT-2020"",80627,11.25,36.25,0.599093"
"""NOV-2020"",80658,11.25,36.25,2.23599"
"""DEC-2020"",80688,11.25,36.25,1.75022"
"""JAN-2021"",80719,11.25,36.25,0.42071"
"""FEB-2021"",80750,11.25,36.25,0.391499"
"""MAR-2021"",80778,11.25,36.25,1.38878"
"""APR-2021"",80809,11.25,36.25,1.00787"
"""MAY-2021"",80839,11.25,36.25,0.500258"
"""JUN-2021"",80870,11.25,36.25,0.200846"
"""JUL-2021"",80900,11.25,36.25,0.0845217"
"""AUG-2021"",80931,11.25,36.25,0.640671"
"""SEP-2021"",80962,11.25,36.25,0.506789"
"""OCT-2021"",80992,11.25,36.25,1.93232"
